item_id,title,genre,developer,release_date,price
343464,Total War: ATTILA - Age of Charlemagne Campaign Pack,Strategy,Creative Assembly,2015,14.99
419949,GGXrd Extra Color Palettes - I-NO,Action,Arc System Works,2015,0.99
419475,GGXrd System Voice - MAY,Action,Arc System Works,2015,0.99
419962,GGXrd Extra Color Palettes - BEDMAN,Action,Arc System Works,2015,0.99
419474,GGXrd System Voice - KY KISKE,Action,Arc System Works,2015,0.99
419473,GGXrd System Voice - SOL BADGUY,Action,Arc System Works,2015,0.99
419960,GGXrd Extra Color Palettes - SLAYER,Action,Arc System Works,2015,0.99
419938,GGXrd System Voice - ELPHELT VALENTINE,Action,Arc System Works,2015,0.99
419937,GGXrd System Voice - SIN KISKE,Action,Arc System Works,2015,0.99
419934,GGXrd System Voice - ZATO-1,Action,Arc System Works,2015,0.99
419932,GGXrd System Voice - I-NO,Action,Arc System Works,2015,0.99
409060,Foresight OST,Indie,"Strides Interactive,Jeremy Lee",2015,3.99
390210,FreezeME,Action,Rainy Night Creations,2015,13.99
316750,Tetris® Ultimate,Casual,Ubisoft - San Francisco,2015,14.99
420340,South West Europe Scenery Collection,Indie,Quality Simulations,2015,0
342200,MechWarrior Online™,Action,Piranha Games Inc.,2015,0
420322,Krosmaster - Ogrest Pack,Free to Play,Ankama Studio,2015,5.99
299090,Cosplay Maker,Indie,Locked Door Puzzle,2015,14.99
425860,Vector Assault,Action,Wizbyte Games,2015,4.99
424060,The Glow,RPG,Brainwashing games,2015,3.99
399070,Dragon's Wake,Action,Brainbox Software,2015,3.99
425710,Dragon's Wake - Soundtrack,Action,Brainbox Software,2015,1.99
409600,Contract With The Devil,Adventure,AZ-Art Development Studio,2015,5.99
340640,Battle of Empires : 1914-1918 - German campaign,Action,Great War Team,2015,4.99
325990,Train Simulator: Semmeringbahn - Mürzzuschlag to Gloggnitz Route Add-On,Simulation,Dovetail Games,2015,19.99
421810,OH! RPG!,Adventure,RosePortal Games,2015,2.99
407100,Gulf of Aden - Task Force Somalia,Action,BlewScreen,2015,8.99
407420,Gabe Newell Simulator 2.0,Action,Antonio Renna,2015,3.0
414651,"Magicka 2: Ice, Death and Fury",Action,Paradox Arctic,2015,9.99
377080,Hatoful Boyfriend: Holiday Star,Adventure,"Mediatonic,The Irregular Corporation",2015,9.99
420810,Rubber Ducky and the Rainbow Gun OST,Action,John Szymanski,2015,0.99
420821,FaceRig Winter Holidays Avatars 2015,Animation &amp; Modeling,Holotech Studios,2015,4.99
423630,Assetto Corsa - Dream Pack 3,Indie,Kunos Simulazioni,2015,7.99
360270,King's Quest - Chapter 2: Rubble Without A Cause,Adventure,The Odd Gentlemen,2015,9.99
372250,Turnover,Action,Long Division LLC,2015,9.99
415910,Gigachess,Casual,Gigatross Games,2015,3.99
398020,Colony Assault,Action,Logic tree,2015,2.99
426730,Call of Duty®: Black Ops III - C.O.D.E. Warriors Personalization Pack,Action,Treyarch,2015,3.99
416550,Rubber Ducky and the Rainbow Gun,Action,John Szymanski,2015,0.99
390407,Rocksmith® 2014 – Mötley Crüe - “Dr. Feelgood”,Casual,Ubisoft - San Francisco,2015,2.99
390408,"Rocksmith® 2014 – Mötley Crüe - “Girls, Girls, Girls”",Casual,Ubisoft - San Francisco,2015,2.99
390411,Rocksmith® 2014 – Mötley Crüe Song Pack,Casual,Ubisoft - San Francisco,2015,11.99
426630,Bubsy Two-Fur,Action,Accolade,1993,4.99
390409,Rocksmith® 2014 – Mötley Crüe - “Shout at the Devil”,Casual,Ubisoft - San Francisco,2015,2.99
344760,Reign Of Kings,Action,Code}{atch,2015,19.99
379568,FSX: Steam Edition - Piper Aztec Add-On,Simulation,Aeroplane Heaven,2015,19.99
421110,AWAKE,Adventure,Diios,2015,4.99
377560,Tom Clancy's Rainbow Six® Siege - Ultra HD Texture Pack,Action,Ubisoft Montreal,2015,0
375520,Taimumari,Action,TERNOX,2015,4.99
382900,FINAL FANTASY VI,RPG,Square Enix,2015,15.99
388260,Super Slam Dunk Touchdown,Action,Tipping Goat LLC,2015,15.0
340320,Sinless + OST,Adventure,MGP Studios,2015,4.99
217120,Waves 2,Action,Squid In A Box Ltd,2015,9.99
423853,Depth - Battle-scarred Bull Skin,Action,Digital Confectioners,2015,5.99
423850,Depth - Digital Ice &amp; Fire Pack,Action,Digital Confectioners,2015,5.99
423852,Depth - Soundtrack,Action,Digital Confectioners,2015,4.99
418820,Depth - Viktor Diver Pack,Action,Digital Confectioners,2015,5.99
426100,RPG Maker MV - Season Pass,Design &amp; Illustration,"KADOKAWA,Yoji Ojima",2015,29.99
423851,Depth - Digital Artbook,Action,Digital Confectioners,2015,4.99
414180,Depth - Corsair Pack,Action,Digital Confectioners,2015,4.99
326340,River City Super Sports Challenge ~All Stars Special~,Action,Arc System Works,2015,19.99
426330,MetaHuman Inc.,Indie,Choice of Games,2015,9.99
391050,AquaSnap Window Manager,Utilities,Nurgo Software,2015,18.99
416430,In The Dead Of Night - Urszula's Revenge,Indie,Axed Game Studio,2015,4.99
428800,liteCam Game 5:  120 FPS Game Capture + Streamer,Audio Production,Rsupport Inc.,2015,19.99
413740,Mines of Mars,Indie,Wickey Ware,2015,6.99
427950,The Withering,Action,CM Softworks,2015,9.99
408102,Dinosaur Hunt - Dragon Hunter Expansion Pack,Action,ANPA.US,2015,0.99
424170,The fall of gods,Action,GeexGames,2015,1.99
426040,Goodnight Butcher,Indie,Perfect Square Studios,2015,1.99
429990,The Room of Black &amp; White Soundtracks,Adventure,Studio Wonderkey,2015,0.99
360730,Cards and Castles,Free to Play,Red Team Games,2015,0
402000,The Room of Black &amp; White,Adventure,Studio Wonderkey,2015,4.99
410150,Swapperoo,Casual,Fallen Tree Games Ltd,2015,4.99
391100,Frizzy,Action,Team Frizz,2015,2.99
405080,Assassin's Creed Syndicate - Jack The Ripper,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015,14.99
428760,Hatch and Slay,Action,Myrolit Studios,2015,1.99
371020,Assassin's Creed Syndicate Season Pass,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015,29.99
390412,Rocksmith® 2014 – Stone Temple Pilots - “Plush”,Casual,Ubisoft - San Francisco,2015,2.99
360040,Our Nation's Miner,Casual,Lord Bytesworth,2015,5.99
390414,Rocksmith® 2014 – Stone Temple Pilots - “Sex Type Thing”,Casual,Ubisoft - San Francisco,2015,2.99
390415,Rocksmith® 2014 – Stone Temple Pilots - “Creep”,Casual,Ubisoft - San Francisco,2015,2.99
390413,Rocksmith® 2014 – Stone Temple Pilots - “Interstate Love Song”,Casual,Ubisoft - San Francisco,2015,2.99
390417,Rocksmith® 2014 – Stone Temple Pilots - “Big Empty”,Casual,Ubisoft - San Francisco,2015,2.99
390418,Rocksmith® 2014 – Stone Temple Pilots Song Pack,Casual,Ubisoft - San Francisco,2015,13.99
401635,Batman™: Arkham Knight - Season of Infamy: Most Wanted Expansion,Action,Rocksteady Studios,2015,9.99
401626,Batman™: Arkham Knight Crime Fighter Challenge Pack #5,Action,Rocksteady Studios,2015,1.99
390416,Rocksmith® 2014 – Stone Temple Pilots - “Wicked Garden”,Casual,Ubisoft - San Francisco,2015,2.99
405810,Valzar,Action,Whale Nebula,2015,9.99
405032,Batman™: Arkham Knight - Original Arkham Batmobile,Action,Rocksteady Studios,2015,1.99
429490,Resilience: Wave Survival,Action,Jimbob Games,2015,5.99
368830,Adventure in the Tower of Flight,Action,"Pixel Barrage Entertainment, Inc.",2015,7.99
430940,Game Soundtrack,Action,"Pixel Barrage Entertainment, Inc.",2015,2.99
426743,RTK Maker - Face CG Nobunyaga Set - 三国志ツクール顔登録素材『のぶニャがの野望』セット＋シナリオ,Simulation,"KOEI TECMO GAMES CO., LTD.",2015,4.99
426740,RTK Maker - Face CG Koei SLG Set - 三国志ツクール顔登録素材「コーエーSLG」セット+シナリオ,Simulation,"KOEI TECMO GAMES CO., LTD.",2015,4.99
426741,RTK Maker - Face CG Taiko Risshiden V Set - 三国志ツクール顔登録素材「太閤立志伝V」セット+シナリオ,Simulation,"KOEI TECMO GAMES CO., LTD.",2015,2.99
426742,RTK Maker - Face CG Warriors Set - 三国志ツクール顔登録素材「無双」セット+シナリオ,Simulation,"KOEI TECMO GAMES CO., LTD.",2015,2.99
414770,Bionite: Origins,Action,Platoon Studios,2015,11.99
396890,Gridworld,Indie,DopplerFrog,2015,0.99
428510,Solitaire Christmas. Match 2 Cards,Casual,Creobit,2015,4.99
396800,12 Labours of Hercules IV: Mother Nature (Platinum Edition),Casual,"Jetdogs Studios,Zoom Out Games",2015,2.99
376230,Taimumari — Soundtrack,Action,TERNOX,2015,1.99
431060,Астролорды: Оружие Пришельцев,Free to Play,Aratog LLC,2015,15.99
431050,Aстролорды: Опытный строитель,Free to Play,Aratog LLC,2015,49.99
422473,Fishing Planet: St.Patrick's Pack,Free to Play,Fishing Planet LLC,2015,19.99
430080,Elysium: Blood Games,Casual,SimProse Studios,2016,1.99
432020,What's under your blanket !?,Simulation,5Wolf,2016,0.99
432510,Strawberry Vinegar Original Soundtrack,Adventure,ebi-hime,2016,4.99
407340,Strawberry Vinegar,Adventure,ebi-hime,2016,9.99
429940,The Sad Story of Emmeline Burns,Adventure,ebi-hime,2016,0
410670,Suits: A Business RPG,Action,Technomancy Studios,2016,0.99
369230,Kung Fu Panda Showdown of Legendary Legends,Action,Vicious Cycle Software,2016,9.99
379570,FSX: Steam Edition - Extra 300S Add-On,Simulation,Alabeo,2016,19.99
421060,Age of Steel: Recharge,Action,Quaint Emerald,2016,6.99
413800,Kung Fu Panda: Bao and Panda Vista,Action,Vicious Cycle Software,2016,0.99
413811,Kung Fu Panda: Kai and Master's Garden,Action,Vicious Cycle Software,2016,0.99
429700,Squirbs,Action,Team Indev,2016,4.99
416610,The Growth Journey,Action,Cleverweek,2016,3.99
422940,Divergence: Online,Action,Stained Glass Llama,2016,19.99
325987,Train Simulator: DB BR 474.3 EMU Add-On,Simulation,Dovetail Games,2016,12.99
325988,Train Simulator: Hamburg-Lübeck Railway Route Add-On,Simulation,Dovetail Games,2016,19.99
431820,The Growth Journey - Soundtrack,Action,Cleverweek,2016,0.99
429901,MX vs. ATV Supercross Encore - 2015 KTM 450 SX-F MX,Racing,"Rainbow Studios,THQ Nordic",2016,2.99
429902,MX vs. ATV Supercross Encore - KTM 450 SX ATV,Racing,"Rainbow Studios,THQ Nordic",2016,2.99
420890,MX vs. ATV Supercross Encore - Supercross Track Pack 1,Racing,"Rainbow Studios,THQ Nordic",2016,9.99
421160,MX vs. ATV Supercross Encore - Supercross Track Pack 2,Racing,"Rainbow Studios,THQ Nordic",2016,9.99
421161,MX vs. ATV Supercross Encore - Supercross Track Pack 3,Racing,"Rainbow Studios,THQ Nordic",2016,9.99
374170,Sniper Tactical,Action,fragOut Studio,2016,4.99
421162,MX vs. ATV Supercross Encore - Supercross Track Pack 4,Racing,"Rainbow Studios,THQ Nordic",2016,9.99
383020,a Family of Grave Diggers,Action,Ludvig Larsson,2016,9.99
429050,Feed and Grow: Fish,Action,Old B1ood,2016,14.99
349150,Dead TrailZ,Action,"Galactic Bits, Inc",2016,9.99
394310,Punch Club,Indie,Lazy Bear Games,2016,9.99
372690,Chiptune Champion,Casual,Blake Garner,2016,9.99
431710,Space Pilgrim Episode II: Epsilon Indi,Adventure,"Pilgrim Adventures,GrabTheGames Studios",2016,1.99
419471,GGXrd Character Unlock - ELPHELT VALENTINE,Action,Arc System Works,2016,1.99
419470,GGXrd Character Unlock - SIN KISKE,Action,Arc System Works,2016,1.99
419472,GGXrd Character Unlock - LEO WHITEFANG,Action,Arc System Works,2016,1.99
433790,Wooden Floor 2 - Resurrection,Adventure,pheenix93,2016,1.99
376250,Ground Breakers,Indie,UnitedIndie,2016,4.99
434610,Forbidden Planet,Indie,Faton,2013,0.99
435070,Elansar,Adventure,OrionSoft,2012,1.99
342970,Pixel Survivors,Casual,"Sachonski,Renamilanesi,Sith",2016,3.99
434150,Dark Night,Adventure,NighthoodGames,2016,3.99
434800,The Great Escape,Action,XiNFiNiTY Games,2016,3.99
429760,Welcome to Boon Hill - OST,Indie,Matthew Ritter,2016,4.99
207340,Sound Forge Mac 2.0 - Steam Powered,Audio Production,MAGIX Software GmbH,2016,99.99
435080,Philia : the Sequel to Elansar,Adventure,OrionSoft,2014,2.99
323060,Tharsis,Indie,Choice Provisions,2016,14.99
419460,"That Dragon, Cancer",Adventure,Numinous Games,2016,9.99
359610,Assassin’s Creed® Chronicles: India,Action,Climax Studios,2016,9.99
433390,Walk The Light - Soundtrack,Adventure,Anti Crunch Studios,2016,2.99
392970,New York Mysteries: High Voltage,Adventure,FIVE-BN GAMES,2016,6.99
379562,FSX: Steam Edition - World Environment 2012 Add-On,Simulation,Zinertek,2016,12.99
379560,FSX: Steam Edition - HD Airport Graphics Add-On,Simulation,Zinertek,2016,12.99
379561,FSX: Steam Edition - Natural Tree Environment X Add-On,Simulation,Zinertek,2016,11.99
360340,"J.U.L.I.A.:Among the Stars - Soundtrack, Hintbook, Untold",Adventure,CBE Software s.r.o.,2016,4.99
431840,3DRPG,Adventure,Doomster Entertainment,2016,0.99
390424,Rocksmith® 2014 – Thirty Seconds to Mars - “The Kill”,Casual,Ubisoft - San Francisco,2016,2.99
390427,Rocksmith® 2014 – Thirty Seconds to Mars - “This Is War”,Casual,Ubisoft - San Francisco,2016,2.99
390425,Rocksmith® 2014 – Thirty Seconds to Mars - “From Yesterday”,Casual,Ubisoft - San Francisco,2016,2.99
390428,Rocksmith® 2014 – Thirty Seconds to Mars - “Closer to the Edge”,Casual,Ubisoft - San Francisco,2016,2.99
390426,Rocksmith® 2014 – Thirty Seconds to Mars - “Kings and Queens”,Casual,Ubisoft - San Francisco,2016,2.99
390429,Rocksmith® 2014 – Thirty Seconds to Mars Song Pack,Casual,Ubisoft - San Francisco,2016,11.99
434890,Eight Mini Racers,Casual,David Mulder,2016,0.99
417461,Tom Clancy's Rainbow Six® Siege - The Safari Bundle,Action,Ubisoft Montreal,2016,4.99
371430,Space Grunts,Action,Orangepixel,2016,9.99
435250,Deadhunt,Action,REL Games,2005,4.99
357120,Big Action Mega Fight!,Action,Double Stallion Games,2016,1.99
434940,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,Action,ANPA.US,2016,0.99
404214,TANE DLC: BNSF Railway EMD SD70MAC Executive Patch,Simulation,N3V Games,2016,12.99
404982,TANE DLC: Amtrak P42DC - Phase V,Simulation,N3V Games,2016,14.99
404217,TANE DLC: BNSF GE Dash-9 44CW Warbonnet,Simulation,N3V Games,2016,12.99
404211,TANE DLC: Blue Comet,Simulation,N3V Games,2016,16.99
404218,TANE DLC: CSX EMD SD60,Simulation,N3V Games,2016,12.99
430220,TANE DLC: SNCF - AGC Languedoc,Simulation,N3V Games,2016,16.99
404210,TANE DLC: Chinese Electric SS4 Locomotive Pack,Simulation,N3V Games,2015,18.99
363251,Boss Monster: Power-Up Pack,Casual,Plain Concepts Corp,2016,1.99
415960,Energy Cycle,Casual,Sometimes You,2016,2.99
423240,Energy Cycle Soundtrack,Casual,Sometimes You,2016,0.99
426120,Energy Cycle Collector's Edition Content,Casual,Sometimes You,2016,0.99
343150,Endica VII The Dream King,Action,Dream Within,2016,4.99
431350,DARIUSBURST Chronicle Saviours - Darius Odyssey Digital Guidebook,Action,"Pyramid,Chara-Ani",2016,14.99
347060,Pro Basketball Manager 2016,Simulation,"Cyanide,Umix Studios",2016,14.99
429060,Zombie Wars: Invasion,Casual,DNZY Games,2016,2.99
433130,WarBirds Dogfights 2016,Action,iEntertainment Network Inc,2016,19.99
420640,Knights of Pen and Paper 2 - Here Be Dragons,Adventure,Kyy Games,2016,4.99
390460,Tyler,Action,ILLUSIONETWORK,2016,2.99
425840,Goat Simulator: PAYDAY,Casual,Coffee Stain Studios,2016,4.99
314370,boxlife,Indie,tequibo,2016,2.99
435140,Rush for gold: Alaska,Casual,Rainbow Games,2016,3.99
434500,BATTLE PIXELS,Action,AppyArt Games,2016,1.99
428740,Nordenfelt,Action,Black Golem,2016,5.99
434250,Masked Shooters 2,Action,FreezeNova,2016,0.99
388880,Oxenfree,Adventure,Night School Studio,2016,19.99
434380,Pixel Z - Gun Day,Action,Semen Rodin,2016,0.99
326025,TS Marketplace: Renewable Energy Pack,Simulation,Skyhook Games,2016,4.99
325965,Train Simulator: BR Class 40 '40145' Loco Add-On,Simulation,RailRight,2016,19.99
428950,"Kivi, Toilet and Shotgun",Action,16bit Nights,2016,0.99
406310,Stop Online - Battle of Words,Casual,BRHP,2016,4.99
326024,TS Marketplace: Class 375 Southeastern Livery Pack Add-On,Simulation,Dovetail Games,2016,4.99
367500,Dragon's Dogma: Dark Arisen,Action,Capcom,2016,29.99
387370,Sol 0: Mars Colonization,Indie,Chondrite Games,2016,3.99
432630,Protoshift - Offical Soundtrack,Action,"Reflextions,nubbinownz",2016,1.99
422220,Dragon's Dogma: Dark Arisen Masterworks Collection Soundtrack,Action,Capcom,2016,12.99
296030,Qasir al-Wasat: International Edition,Action,Aduge Studio,2016,14.99
382460,Tales of Zestiria - Pre-order items,RPG,BANDAI NAMCO Studio Inc.,2016,6.99
433110,Zipple World,Indie,Alternative Dreams,2016,4.99
281200,A Boy and His Blob,Adventure,"Abstraction Games,WayForward",2016,9.99
407474,Assassin's Creed® Syndicate - Streets of London Pack,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2016,6.99
372190,Astro Lords: Oort Cloud,Free to Play,Aratog LLC,2016,0
403690,Codename: Rogue Fleet,Action,SionoiS,2016,0
435240,Deathstate Soundtrack,Action,"Workinman Interactive, LLC.",2016,3.99
251110,INFRA,Adventure,Loiste Interactive,2016,24.99
432450,INFRA - Original Soundtrack,Adventure,Loiste Interactive,2016,4.99
401210,Puzzle Sages,RPG,Aric Morrow,2016,1.99
436251,Fantasy Grounds - Call of Cthulhu: The House of R'lyeh,Indie,"SmiteWorks USA, LLC",2016,34.99
436250,Fantasy Grounds - D&amp;D Legacy of the Crystal Shard,Indie,"SmiteWorks USA, LLC",2016,19.99
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,Action,"ColloseusX,cpmilan",2016,2.99
352440,Catacombs of the Undercity,Adventure,Tin Man Games,2016,4.99
419810,House of Hell,Adventure,Tin Man Games,2016,4.99
434120,To Burn in Memory,Adventure,Orihaus,2015,0
433360,Drawn™: Dark Flight,Adventure,Big Fish Studios,2016,9.99
435450,The Fall of the Dungeon Guardians OST,Indie,Mana Games,2016,0
400030,Cloney,Casual,dotBunny,2014,0
406140,"Resident Evil 0 ""Shadow of Fear"" Rebecca T-shirt",Action,"CAPCOM Co., Ltd.",2016,0.99
387990,Scrap Mechanic,Action,Axolot Games,2016,19.99
417480,Marcus Level,Action,3DDUO,2016,4.99
385810,Retaliation: Enemy Mine,Strategy,XTeam Software Solutions srls,2016,4.99
435780,VIOLET: Space Mission,Action,Killer Lobster,2016,4.99
370560,Geek Resort,Casual,Shinypix,2016,4.99
384480,Six Sides of the World,Action,Cybernetik Design,2016,4.99
429920,Six Sides of the World - Soundtrack,Indie,Cybernetik Design,2016,2.99
281610,Homeworld: Deserts of Kharak,Strategy,Blackbird Interactive,2016,49.99
436550,Homeworld: Deserts of Kharak - Soundtrack,Simulation,Gearbox Software,2016,7.99
424010,Crudelis,Adventure,Whiskey Jack Games,2016,5.99
427790,Crudelis - Original Soundtrack,Adventure,Whiskey Jack Games,2016,1.99
362370,Dog Fight,Action,Black Carbon,2016,8.99
404570,GameGuru - Sci-Fi Mission to Mars Pack,Action,The Game Creators,2016,19.99
438060,Fantasy Grounds - 5E: The Baleful Coven,Indie,"SmiteWorks USA, LLC",2016,6.99
438062,Fantasy Grounds - 5E: Road to Destiny,Indie,"SmiteWorks USA, LLC",2016,7.99
438061,Fantasy Grounds - 5E: Beasts of Legend - Coldwood Codex,Indie,"SmiteWorks USA, LLC",2016,7.99
438071,Fantasy Grounds - 5E: Legendary Planet Player's Guide,Indie,"SmiteWorks USA, LLC",2016,3.99
438070,Fantasy Grounds - 5E: Legendary Planet,Indie,"SmiteWorks USA, LLC",2016,9.99
427770,Pills4Skills,Action,Petro Shoferystov,2016,2.99
432010,World's Dawn,Casual,Wayward Prophet,2016,9.99
389430,Knight Online,Action,"Noah System,Mgame",2016,0
400880,Ultimate Rock Crawler,Indie,khos85,2016,4.99
385030,C. Kane,RPG,Paul Harrington,2016,0.99
435040,Incredible Dracula: Chasing Love Collector's Edition,Adventure,New Bridge Games,2015,9.99
433830,Rescue From Goblin Deep,Action,"Duncan Perham,Steve Tierney",2016,8.99
423700,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,Casual,Michael Flynn,2016,6.99
299340,Habitat,Action,4gency,2016,14.99
379556,FSX: Steam Edition - Grumman F11F-1 Tiger Add-On,Simulation,Virtavia,2016,9.99
417463,Tom Clancy's Rainbow Six® Siege - Emerald Weapon Skin,Action,Ubisoft Montreal,2016,2.99
379557,FSX: Steam Edition - Northrop F-5E Tiger II Add-On,Simulation,Virtavia,2016,9.99
210970,The Witness,Adventure,"Thekla, Inc.",2016,39.99
390437,Rocksmith® 2014 – 38 Special - “Caught Up In You”,Casual,Ubisoft - San Francisco,2016,2.99
390438,Rocksmith® 2014 – 38 Special - “Rockin’ into the Night”,Casual,Ubisoft - San Francisco,2016,2.99
390436,Rocksmith® 2014 – 38 Special - “Hold On Loosely”,Casual,Ubisoft - San Francisco,2016,2.99
390439,Rocksmith® 2014 – 38 Special Song Pack,Casual,Ubisoft - San Francisco,2016,7.99
405310,LEGO® MARVEL's Avengers,Action,"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016,19.99
418221,LEGO® MARVEL's Avengers - The Avengers Adventurer Character Pack,Action,"Travellers Tales,TT Games",2016,0.99
422480,LEGO® MARVEL's Avengers - The Thunderbolts Character Pack,Action,"Travellers Tales,TT Games",2016,1.99
411350,Quicken Legal Business Pro,Accounting,Nolo,2015,44.99
393330,Typing Instructor for Kids Platinum 5,Education,Individual Software,2010,19.99
438110,CV Maker for Windows,Education,Individual Software,2016,19.99
355960,Age of Mythology EX: Tale of the Dragon,Simulation,"SkyBox Labs,Forgotten Empires",2016,9.99
390930,AIPD - Artificial Intelligence Police Department,Action,Blazing Badger,2016,9.99
394040,AIPD - Soundtrack,Action,Blazing Badger,2016,4.99
431460,Midnight,Adventure,Petite Games,2016,2.99
430240,Duplexer,Indie,Vantage Games,2016,2.99
436860,Arctic alive,Action,Dima Kiva,2016,1.99
393320,Typing Instructor Platinum 21,Education,Individual Software,2010,29.99
435230,Medieval Playground,Action,Americo Mateus Rodrigues,2016,4.99
437060,MOAI 3: Trade Mission Collector's Edition,Casual,Toyman Interactive,2016,9.99
435420,Operation: Matriarchy,Action,Madia Entertainment,2005,5.99
359350,Defunct,Adventure,Freshly Squeezed,2016,9.99
334780,Project CARS - Stanceworks Track Expansion,Racing,Slightly Mad Studios,2016,5.49
409340,Perraw - FPS Clone War Alpha,Action,Christian Piano,2016,0.99
413814,Kung Fu Panda: Armored Mr. Ping and Jombie Oogway,Action,Vicious Cycle Software,2016,0.99
413817,"Kung Fu Panda: Jombie Monkey, Jombie Shifu, Jombie Crane",Action,Vicious Cycle Software,2016,0.99
425560,CyberLink Power2Go 10 Platinum,Utilities,CyberLink,2016,49.99
434570,Blood and Bacon,Action,Big Corporation,2016,0.99
438440,Star Rogue,Action,Wehrmann Studios,2016,9.99
353130,Time of Dragons,Action,4 I Lab,2016,0
429680,Spellweaver,Free to Play,Dream Reactor,2016,0
433920,Aveyond 4: Shadow of the Mist,Adventure,"Amaranth Games, LLC",2016,14.99
438030,Dead6hot,Action,Chuck Productions,2016,0.99
433640,Breakneck - Soundtrack,Action,PikPok,2016,2.99
362160,Sydney's World,RPG,Wise Dad Games,2016,4.99
434950,Aveyond 4: Shadow of the Mist - Strategy Guide,RPG,Amaranth Games,2016,4.99
389050,Pocket Rumble,Action,Cardboard Robot Games,2016,9.99
372360,Tales of Symphonia,RPG,BANDAI NAMCO Entertainment Inc.,2016,19.99
406110,Asdivine Hearts,Adventure,Exe Create Inc.,2016,9.99
428180,Islet Online,Indie,Morenori Soft,2016,24.99
428210,Horror in the Asylum,Action,Adham Jaber,2016,4.99
433120,Crash Landing,Indie,Claws of Lorek,2016,9.99
415240,Feesh,Action,Terrifying Jellyfish,2016,0.99
391510,RHEM IV: The Golden Fragments SE,Adventure,Knut Mueller,2016,9.99
434880,Hieroglyphika,RPG,M. Hanka,2016,9.99
422420,Godus Wars,Casual,22cans,2016,14.99
330500,planktOs,Casual,Blot Interactive,2016,4.99
379567,FSX: Steam Edition - Embraer ERJ 135LR &amp; 145XR Add-On,Simulation,FeelThere,2016,24.99
379566,FSX: Steam Edition - Embraer ERJ 145LR Add-On,Simulation,FeelThere,2016,24.99
438360,Infinitesimal Point,Action,Small Room Games,2016,8.99
334210,Fortified,Action,Clapfoot,2016,14.99
431610,Hubert's Island Adventure: Mouse o' War,Action,Cheese and Bacon Games,2012,4.99
429720,IMSCARED,Adventure,Ivan Zanotti's MyMadness Works,2016,3.99
441810,Nebula Online - (Game + OST),Indie,Mizar Games,2016,4.99
362020,Queen At Arms,Adventure,Aqualuft Games,2016,24.99
438560,Mystery Case Files®: Escape from Ravenhearst™,Adventure,Big Fish Studios,2016,9.99
438390,TANE DLC: Laaers Car Transporter,Simulation,N3V Games,2016,8.99
425530,Valhalla Hills: Two-Horned Helmet Edition Upgrade,Indie,Funatics Software,2016,9.99
437430,Valhalla Hills: Sand of the Damned DLC,Indie,Funatics Software,2016,4.99
326027,TS Marketplace: GWR 40t Coal Wagon Pack,Simulation,Skyhook Games,2016,4.99
441240,Dispatcher - Soundtrack,Action,CivilSavages,2016,0
346610,Racecraft,Indie,Vae Victis Games,2016,19.99
440740,Tap Tap Legions - Epic battles within 5 seconds!,Action,YFC games,2016,0
419050,DROD RPG: OST,Adventure,Caravel Games,2016,2.99
325724,Dying Light: The Following,Action,Techland,2016,19.99
417410,Northern Tale,Adventure,Realore,2016,2.99
364390,Downfall,Adventure,Harvester Games,2016,10.99
411330,Men of Valor,Action,2015,2004,9.99
438600,Soccer Manager,Free to Play,Soccer Manager Ltd,2016,0
432580,Super Bomb Rush! - Official Soundtrack,Action,ArgoFox,2016,2.99
359600,Assassin’s Creed® Chronicles: Russia,Action,Climax Studios,2016,9.99
390446,Rocksmith® 2014 – Toto - “Rosanna”,Casual,Ubisoft - San Francisco,2016,2.99
435840,The Preposterous Awesomeness of Everything,Adventure,Joe Richardson,2016,6.99
390447,Rocksmith® 2014 – Sixpence None The Richer - “Kiss Me”,Casual,Ubisoft - San Francisco,2016,2.99
431290,Level 22: Gary’s Misadventure - 2016 Edition,Action,Moving Player,2016,6.99
326044,TS Marketplace: BDA 80t Bogie Bolster Wagon Pack,Simulation,Fastline Simulation,2016,4.99
326043,TS Marketplace: YLA Mullet Wagon Pack,Simulation,Fastline Simulation,2016,4.99
440470,Absence,Action,Samuel Sprague,2016,5.99
432780,Dream Catcher Chronicles: Manitou,Adventure,Viva Media,2016,9.99
438710,Valentine's Day Set,Action,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2016,23.99
443300,TANE DLC: Indiana Railroad EMD SD9043MAC,Simulation,N3V Games,2016,13.99
440770,Drawn Story,Adventure,Vitaly Rekubratskiy,2016,4.99
430250,Paperbound - Sammy the Samurai DLC,Action,Dissident Logic,2016,0.99
442020,Project Graviton - Soundtrack,Indie,Enter Main Loop,2016,0.99
